"h3","pkx","w","gs","B"
25,0.5,0.170282719715721,0.0185672674487398,1.4210854715202e-14
25,0.5,0.178579892518564,0.0834155074953017,6.1671957326719
25,0.5,0.186877065321407,0.104982458484454,7.90237189208417
25,0.5,0.19517423812425,0.11581679088194,9.10843402723388
25,0.5,0.203471410927093,0.126085613421093,9.97176713625669
25,0.5,0.211768583729935,0.135470409097916,10.5981294132763
25,0.5,0.220065756532778,0.14386420021108,11.0609876619327
25,0.5,0.228362929335621,0.151270312307791,11.4096620839191
25,0.5,0.236660102138464,0.157748955826393,11.6771829631216
25,0.5,0.244957274941306,0.163386517875281,11.8859137258899
25,0.5,0.253254447744149,0.168277739065282,12.0512471800529
25,0.5,0.261551620546992,0.172515851839851,12.1839748926771
25,0.5,0.269848793349835,0.176187525374706,12.2918040805984
25,0.5,0.278145966152678,0.179370609938841,12.3803379858459
25,0.5,0.28644313895552,0.182133620700597,12.4537187134225
25,0.5,0.294740311758363,0.184536008672539,12.5150557703327
25,0.5,0.303037484561206,0.186628951301495,12.5667166812567
25,0.5,0.311334657364049,0.188456224240742,12.6105274356619
25,0.5,0.319631830166892,0.190055194288853,12.6479130152768
25,0.5,0.327929002969734,0.191457684306082,12.6799974492746
25,0.5,0.336226175772577,0.192690760027324,12.707676096483
25,0.5,0.34452334857542,0.193777468302054,12.7316685780685
25,0.5,0.352820521378263,0.194737490610169,12.7525580341171
25,0.5,0.361117694181105,0.195587574952953,12.7708205821159
25,0.5,0.369414866983948,0.196342052200113,12.7868476657293
25,0.5,0.377712039786791,0.19701318112612,12.8009631826983
25,0.5,0.386009212589634,0.197611535113345,12.8134367358331
25,0.5,0.394306385392477,0.198146119836373,12.8244939748792
25,0.5,0.402603558195319,0.198624749346368,12.8343247340288
25,0.5,0.410900730998162,0.19905415362904,12.843089483785
25,0.5,0.419197903801005,0.199440167693549,12.8509244827617
25,0.5,0.427495076603848,0.199787854067921,12.8579459187458
25,0.5,0.43579224940669,0.20010159446228,12.8642532580373
25,0.5,0.444089422209533,0.200385205574848,12.8699319702457
25,0.5,0.452386595012376,0.200642065845841,12.8750557571467
25,0.5,0.460683767815219,0.200875074135343,12.8796883852662
25,0.5,0.468980940618062,0.201086812649017,12.8838851999646
25,0.5,0.477278113420904,0.201279503570431,12.8876943821137
25,0.5,0.485575286223747,0.201455154747308,12.8911579956509
25,0.5,0.49387245902659,0.201615525783159,12.8943128643948
25,0.5,0.502169631829433,0.201762144023918,12.8971913088121
25,0.5,0.510466804632276,0.20189638890395,12.8998217673932
25,0.5,0.518763977435118,0.202019469067654,12.9022293225561
25,0.5,0.527061150237961,0.202132473685888,12.9044361472398
25,0.5,0.535358323040804,0.202236348652397,12.9064618853617
25,0.5,0.543655495843647,0.20233195776707,12.9083239769244
25,0.5,0.55195266864649,0.202420072717736,12.9100379366373
25,0.5,0.560249841449332,0.202501381746338,12.9116175933688
25,0.5,0.568547014252175,0.202576489845484,12.9130752964878
25,0.5,0.576844187055018,0.202645951189932,12.9144220941322
25,0.5,0.585141359857861,0.202710256229903,12.9156678876057
25,0.5,0.593438532660703,0.202769876822469,12.9168215654172
25,0.5,0.601735705463546,0.202825166503473,12.9178911199153
25,0.5,0.610032878266389,0.202876526912106,12.9188837490021
25,0.5,0.618330051069232,0.202924267648583,12.9198059450232
25,0.5,0.626627223872075,0.202968710133059,12.9206635726135
25,0.5,0.634924396674917,0.203010095965772,12.9214619370035
25,0.5,0.64322156947776,0.203048679532712,12.9222058440727
25,0.5,0.651518742280603,0.203084690474976,12.9228996532451
25,0.5,0.659815915083446,0.203118307522213,12.9235473241636
25,0.5,0.668113087886289,0.2031497345945,12.9241524579471
25,0.5,0.676410260689131,0.203179137667405,12.9247183337218
25,0.5,0.684707433491974,0.203206669790639,12.9252479410191
25,0.5,0.693004606294817,0.203232461665405,12.9257440085568
25,0.5,0.70130177909766,0.203256650304156,12.9262090298439
25,0.5,0.709598951900502,0.20327934983405,12.9266452859955
25,0.5,0.717896124703345,0.203300673700909,12.927054866092
25,0.5,0.726193297506188,0.203320705279686,12.9274396853717
25,0.5,0.734490470309031,0.20333953942499,12.9278015015102
25,0.5,0.742787643111874,0.203357279663571,12.9281419292084
25,0.5,0.751084815914716,0.203373976177506,12.9284624532805
25,0.5,0.759381988717559,0.203389722630038,12.9287644404135
25,0.5,0.767679161520402,0.203404546316659,12.9290491497434
25,0.5,0.775976334323245,0.203418555720612,12.9293177423817
25,0.5,0.784273507126088,0.203431776288692,12.9295712900045
25,0.5,0.79257067992893,0.203444252946084,12.9298107826063
25,0.5,0.800867852731773,0.203456084500199,12.9300371355081
25,0.5,0.809165025534616,0.203467247561832,12.9302511956976
25,0.5,0.817462198337459,0.203477800915662,12.9304537475716
25,0.5,0.825759371140301,0.203487815125876,12.9306455181436
25,0.5,0.834056543943144,0.20349730429606,12.9308271817695
25,0.5,0.842353716745987,0.203506291075408,12.9309993644416
25,0.5,0.85065088954883,0.203514802114049,12.9311626476938
25,0.5,0.858948062351673,0.203522892263608,12.9313175721572
25,0.5,0.867245235154515,0.203530574265102,12.931464640799
25,0.5,0.875542407957358,0.203537868218285,12.9316043218774
25,0.5,0.883839580760201,0.203544799850283,12.9317370516388
25,0.5,0.892136753563044,0.203551387243553,12.9318632367824
25,0.5,0.900433926365886,0.203557669487881,12.9319832567143
25,0.5,0.908731099168729,0.203563631595144,12.9320974656096
25,0.5,0.917028271971572,0.203569308335986,12.9322061943031
25,0.5,0.925325444774415,0.203574726516505,12.9323097520212
25,0.5,0.933622617577258,0.203579874434069,12.9324084279721
25,0.5,0.9419197903801,0.203584786493366,12.9325024928051
25,0.5,0.950216963182943,0.203589474225771,12.932592199953
25,0.5,0.958514135985786,0.203593946915358,12.932677786865
25,0.5,0.966811308788629,0.203598216150568,12.9327594761432
25,0.5,0.975108481591472,0.203602286680825,12.9328374765881
25,0.5,0.983405654394314,0.20360617671537,12.932911984163
25,0.5,0.991702827197157,0.203609911750992,12.932983182883
25,0.5,1,0.203613469609143,12.9330512456363
100,0.5,0.191545287132299,0.0290515297279241,-7.105427357601e-15
100,0.5,0.199629834260976,0.0727682258821756,4.15535781739069
100,0.5,0.207714381389653,0.0813146752501588,6.08358797725134
100,0.5,0.21579892851833,0.0893488220581392,7.44652967745208
100,0.5,0.223883475647007,0.0967477972971716,8.4316858448912
100,0.5,0.231968022775684,0.103460059779122,9.15982622460286
100,0.5,0.240052569904361,0.109482835102595,9.70941326207915
100,0.5,0.248137117033038,0.114844607536498,10.1322497056431
100,0.5,0.256221664161715,0.119591946951308,10.463205881669
100,0.5,0.264306211290392,0.123780180190313,10.7262380987577
100,0.5,0.272390758419069,0.127467134070813,10.9381405054432
100,0.5,0.280475305547746,0.130709291554337,11.1109163128916
100,0.5,0.288559852676423,0.133559567160259,11.2533017352942
100,0.5,0.2966443998051,0.136066245125767,11.3717631762549
100,0.5,0.304728946933777,0.138272553999573,11.4711617385149
100,0.5,0.312813494062454,0.140216769708659,11.5552040339247
100,0.5,0.320898041191131,0.141932484723743,11.6267533265391
100,0.5,0.328982588319808,0.143448974161931,11.6880478218564
100,0.5,0.337067135448485,0.144791700761855,11.7408561938448
100,0.5,0.345151682577162,0.145982751794762,11.7865900109711
100,0.5,0.353236229705839,0.147041236135051,11.826386113407
100,0.5,0.361320776834516,0.147983708917027,11.8611677400055
100,0.5,0.369405323963193,0.148824496858568,11.8916904238948
100,0.5,0.37748987109187,0.149575999949671,11.9185768318514
100,0.5,0.385574418220547,0.150248980844788,11.9423434822833
100,0.5,0.393658965349224,0.150852772372106,11.9634214307901
100,0.5,0.401743512477901,0.151395491136591,11.9821724278905
100,0.5,0.409828059606578,0.151884204507337,11.9989016447824
100,0.5,0.417912606735255,0.152325065583137,12.0138677737559
100,0.5,0.425997153863932,0.15272344479683,12.0272911029119
100,0.5,0.434081700992609,0.153084057572612,12.0393600151691
100,0.5,0.442166248121286,0.15341102172261,12.0502362522304
100,0.5,0.450250795249963,0.153707962059791,12.0600592035812
100,0.5,0.45833534237864,0.153978044030042,12.0689494206311
100,0.5,0.466419889507317,0.154224091561194,12.0770115111244
100,0.5,0.474504436635994,0.154448566943569,12.0843365349183
100,0.5,0.482588983764671,0.15465366771355,12.0910039962952
100,0.5,0.490673530893348,0.154841325086717,12.0970835080711
100,0.5,0.498758078022025,0.155013258619227,12.10263618737
100,0.5,0.506842625150702,0.155171003395817,12.107715830968
100,0.5,0.514927172279379,0.155315916393729,12.1123699087326
100,0.5,0.523011719408056,0.155449199792983,12.1166404063089
100,0.5,0.531096266536733,0.155571952071289,12.1205645423532
100,0.5,0.53918081366541,0.155685138538454,12.1241753809662
100,0.5,0.547265360794087,0.155789622421994,12.1275023562516
100,0.5,0.555349907922764,0.155886184642573,12.1305717229329
100,0.5,0.563434455051441,0.155975522465829,12.1334069445415
100,0.5,0.571519002180118,0.156058272302435,12.1360290287281
100,0.5,0.579603549308795,0.15613498938645,12.1384568176471
100,0.5,0.587688096437472,0.156206200179329,12.1407072400599
100,0.5,0.595772643566149,0.156272359156762,12.1427955307225
100,0.5,0.603857190694826,0.156333880228209,12.144735421743
100,0.5,0.611941737823503,0.156391149124828,12.1465393098557
100,0.5,0.62002628495218,0.156444507173344,12.1482184029561
100,0.5,0.628110832080857,0.156494266323208,12.1497828487288
100,0.5,0.636195379209535,0.156540712559987,12.1512418477805
100,0.5,0.644279926338212,0.156584097047161,12.1526037533356
100,0.5,0.652364473466889,0.15662467016518,12.1538761592504
100,0.5,0.660449020595566,0.156662617262101,12.1550659778553
100,0.5,0.668533567724243,0.156698164105028,12.1561795089184
100,0.5,0.67661811485292,0.156731481073324,12.1572225008458
100,0.5,0.684702661981597,0.156762730069832,12.1582002050804
100,0.5,0.692787209110274,0.156792056681925,12.1591174245312
100,0.5,0.700871756238951,0.15681960801903,12.1599785567543
100,0.5,0.708956303367628,0.156845503585342,12.1607876325108
100,0.5,0.717040850496305,0.156869861955347,12.1615483502472
100,0.5,0.725125397624982,0.156892789981526,12.1622641069711
100,0.5,0.733209944753659,0.156914383756342,12.1629380259388
100,0.5,0.741294491882336,0.156934738651276,12.1635729815144
100,0.5,0.749379039011013,0.156953935895603,12.1641716215206
100,0.5,0.75746358613969,0.156972052684011,12.1647363873583
100,0.5,0.765548133268367,0.156989162643859,12.1652695321391
100,0.5,0.773632680397044,0.157005322366545,12.1657731370492
100,0.5,0.781717227525721,0.157020609148722,12.1662491261308
100,0.5,0.789801774654398,0.157035067854895,12.1666992796524
100,0.5,0.797886321783075,0.157048752022155,12.1671252462146
100,0.5,0.805970868911752,0.157061704105991,12.1675285537223
100,0.5,0.814055416040429,0.157073979301447,12.1679106193418
100,0.5,0.822139963169106,0.157085622553009,12.1682727585444
100,0.5,0.830224510297783,0.157096663754236,12.1686161933296
100,0.5,0.83830905742646,0.15710714441569,12.1689420597088
100,0.5,0.846393604555137,0.157117093528721,12.1692514145237
100,0.5,0.854478151683814,0.157126542506838,12.1695452416638
100,0.5,0.862562698812491,0.157135525268014,12.169824457741
100,0.5,0.870647245941168,0.157144069079652,12.1700899172735
100,0.5,0.878731793069845,0.157152192421415,12.1703424174268
100,0.5,0.886816340198522,0.157159928400657,12.1705827023511
100,0.5,0.894900887327199,0.157167289838281,12.1708114671552
100,0.5,0.902985434455876,0.157174309299123,12.1710293615485
100,0.5,0.911069981584553,0.157180992103593,12.1712369931834
100,0.5,0.91915452871323,0.15718736117121,12.1714349307232
100,0.5,0.927239075841907,0.157193442887756,12.1716237066621
100,0.5,0.935323622970584,0.157199243894753,12.1718038199178
100,0.5,0.943408170099261,0.157204783838641,12.1719757382185
100,0.5,0.951492717227938,0.157210067407795,12.1721399002998
100,0.5,0.959577264356615,0.157215124222624,12.1722967179316
100,0.5,0.967661811485292,0.157219952617347,12.1724465777854
100,0.5,0.975746358613969,0.157224563960909,12.1725898431596
100,0.5,0.983830905742646,0.157228981675691,12.1727268555719
100,0.5,0.991915452871323,0.157233203642053,12.1728579362314
100,0.5,1,0.157237249172142,12.1729833874005
25,0.25,0.166247931431802,0.00953598496583043,9.76996261670138e-15
25,0.25,0.174585452117484,0.0749948236886725,7.85695559301521
25,0.25,0.182922972803166,0.125603997541601,9.55051455028286
25,0.25,0.191260493488848,0.142270609708907,10.3201722577986
25,0.25,0.19959801417453,0.14944821513856,10.8909673356201
25,0.25,0.207935534860212,0.156726225160773,11.3212312640868
25,0.25,0.216273055545894,0.163533304817848,11.6476711629263
25,0.25,0.224610576231576,0.169667748436491,11.8983531459887
25,0.25,0.232948096917258,0.175088600475753,12.0935012404657
25,0.25,0.24128561760294,0.179826916735442,12.2474784468789
25,0.25,0.249623138288622,0.183943827292465,12.3705145400665
25,0.25,0.257960658974304,0.18751006980793,12.4699698917934
25,0.25,0.266298179659986,0.190595847297414,12.5512100120297
25,0.25,0.274635700345668,0.193266261224622,12.6182010373502
25,0.25,0.28297322103135,0.195579478217955,12.6739153391943
25,0.25,0.291310741717032,0.197586361535839,12.720609984053
25,0.25,0.299648262402714,0.199330778355141,12.7600200926376
25,0.25,0.307985783088396,0.200850365970317,12.7934948446422
25,0.25,0.316323303774078,0.20217715262255,12.8220944203268
25,0.25,0.32466082445976,0.20333840772037,12.846660010937
25,0.25,0.332998345145442,0.204357256189569,12.867865023336
25,0.25,0.341335865831124,0.205253395441725,12.8862529836081
