"h3","pkx","ps","g1"
25,0.25,-2.25032186378385,2.49762666236761
25,0.25,-2.20943564807869,2.5117833432856
25,0.25,-2.16854943237353,2.52656359954233
25,0.25,-2.12766321666837,2.54195679847697
25,0.25,-2.08677700096321,2.55795356744141
25,0.25,-2.04589078525805,2.5745454291956
25,0.25,-2.00500456955289,2.59172420867298
25,0.25,-1.96411835384773,2.60948265714315
25,0.25,-1.92323213814257,2.62781399079721
25,0.25,-1.88234592243741,2.6467120676793
25,0.25,-1.84145970673224,2.66617131746964
25,0.25,-1.80057349102708,2.68618645044204
25,0.25,-1.75968727532192,2.70675290124781
25,0.25,-1.71880105961676,2.72786601867314
25,0.25,-1.6779148439116,2.74952206785167
25,0.25,-1.63702862820644,2.77171742200789
25,0.25,-1.59614241250128,2.79444855219662
25,0.25,-1.55525619679612,2.81771271325648
25,0.25,-1.51436998109096,2.84150705736127
25,0.25,-1.4734837653858,2.86582916623854
25,0.25,-1.43259754968063,2.89067660953754
25,0.25,-1.39171133397547,2.91604748367797
25,0.25,-1.35082511827031,2.94193978769314
25,0.25,-1.30993890256515,2.96835206913366
25,0.25,-1.26905268685999,2.99528239846511
25,0.25,-1.22816647115483,3.02272994969393
25,0.25,-1.18728025544967,3.05069307922699
25,0.25,-1.14639403974451,3.07917092896225
25,0.25,-1.10550782403935,3.1081622762188
25,0.25,-1.06462160833419,3.13766643995697
25,0.25,-1.02373539262902,3.16768249172562
25,0.25,-0.982849176923863,3.19820963696742
25,0.25,-0.941962961218702,3.22924729070747
25,0.25,-0.901076745513541,3.26079468947382
25,0.25,-0.860190529808381,3.29285142570601
25,0.25,-0.819304314103219,3.32541705444026
25,0.25,-0.778418098398058,3.35849083831947
25,0.25,-0.737531882692898,3.39207248520563
25,0.25,-0.696645666987736,3.4261614222225
25,0.25,-0.655759451282576,3.46075728699396
25,0.25,-0.614873235577414,3.49585991527703
25,0.25,-0.573987019872253,3.53146808980746
25,0.25,-0.533100804167093,3.56758197556864
25,0.25,-0.492214588461931,3.60420120808469
25,0.25,-0.451328372756771,3.64132489680167
25,0.25,-0.41044215705161,3.67895261881863
25,0.25,-0.369555941346448,3.71708402256057
25,0.25,-0.328669725641288,3.75571833709228
25,0.25,-0.287783509936127,3.79485476478724
25,0.25,-0.246897294230966,3.83449333134208
25,0.25,-0.206011078525805,3.87463270432263
25,0.25,-0.165124862820644,3.91527214557643
25,0.25,-0.124238647115483,3.9564109622985
25,0.25,-0.0833524314103213,3.99804834935114
25,0.25,-0.0424662157051605,4.04018318902286
25,0.25,-0.00158,4.08281492836761
25,0.75,-3.41137802142946,0.0982634429172978
25,0.75,-3.37728004121516,0.164573846991274
25,0.75,-3.34318206100087,0.231737386159114
25,0.75,-3.30908408078657,0.299657287845369
25,0.75,-3.27498610057228,0.368249139233388
25,0.75,-3.24088812035798,0.437439061609597
25,0.75,-3.20679014014369,0.507162459033338
25,0.75,-3.17269215992939,0.57736283198252
25,0.75,-3.1385941797151,0.647990802500695
25,0.75,-3.1044961995008,0.71900277804535
25,0.75,-3.07039821928651,0.790360729216066
25,0.75,-3.03630023907222,0.862031065823255
25,0.75,-3.00220225885792,0.933984211468002
25,0.75,-2.96810427864363,1.0061939569277
25,0.75,-2.93400629842933,1.07863704633822
25,0.75,-2.89990831821504,1.10570618951359
25,0.75,-2.86581033800074,1.12216809063976
25,0.75,-2.83171235778645,1.13886532328307
25,0.75,-2.79761437757215,1.15580095130504
25,0.75,-2.76351639735786,1.17297801000879
25,0.75,-2.72941841714356,1.19039964920328
25,0.75,-2.69532043692927,1.20806914578713
25,0.75,-2.66122245671498,1.2259898641789
25,0.75,-2.62712447650068,1.24416524403366
25,0.75,-2.59302649628639,1.26259885005593
25,0.75,-2.55892851607209,1.28129432009542
25,0.75,-2.5248305358578,1.30025515372859
25,0.75,-2.4907325556435,1.31948546072888
25,0.75,-2.45663457542921,1.33898887551973
25,0.75,-2.42253659521491,1.35876944650754
25,0.75,-2.38843861500062,1.37883113414107
25,0.75,-2.35434063478632,1.39917816645721
25,0.75,-2.32024265457203,1.41981468408619
25,0.75,-2.28614467435774,1.44074491650688
25,0.75,-2.25204669414344,1.46197337605809
25,0.75,-2.21794871392915,1.48350442666651
25,0.75,-2.18385073371485,1.50534261374266
25,0.75,-2.14975275350056,1.52749249892643
25,0.75,-2.11565477328626,1.54995862245721
25,0.75,-2.08155679307197,1.57274598328123
25,0.75,-2.04745881285767,1.59585926814528
25,0.75,-2.01336083264338,1.61930333731393
25,0.75,-1.97926285242908,1.64308320296616
25,0.75,-1.94516487221479,1.66720378711404
25,0.75,-1.9110668920005,1.69167041228228
25,0.75,-1.8769689117862,1.71648803541304
25,0.75,-1.84287093157191,1.74166189309136
25,0.75,-1.80877295135761,1.76719733266929
25,0.75,-1.77467497114332,1.79309972582552
25,0.75,-1.74057699092902,1.8193743218039
25,0.75,-1.70647901071473,1.84602669840054
25,0.75,-1.67238103050043,1.87306214579307
25,0.75,-1.63828305028614,1.90048641240654
25,0.75,-1.60418507007184,1.9283050095871
25,0.75,-1.57008708985755,1.95652360008724
25,0.75,-1.53598910964326,1.98514776874527
25,0.75,-1.50189112942896,2.01418320933333
25,0.75,-1.46779314921467,2.04363572349751
25,0.75,-1.43369516900037,2.07351110368762
25,0.75,-1.39959718878608,2.10381488218739
25,0.75,-1.36549920857178,2.13455308835263
25,0.75,-1.33140122835749,2.16573148665533
25,0.75,-1.29730324814319,2.19735571474498
25,0.75,-1.2632052679289,2.22943185786171
25,0.75,-1.2291072877146,2.26196558327508
25,0.75,-1.19500930750031,2.2949626606073
25,0.75,-1.16091132728601,2.3284288814722
25,0.75,-1.12681334707172,2.36237019775045
25,0.75,-1.09271536685743,2.39679213037618
25,0.75,-1.05861738664313,2.43170042826368
25,0.75,-1.02451940642884,2.46710084333745
25,0.75,-0.990421426214542,2.50299919441438
25,0.75,-0.956323446000248,2.53940086966559
25,0.75,-0.922225465785953,2.57631135202139
25,0.75,-0.888127485571658,2.61373621306596
25,0.75,-0.854029505357364,2.65168096076355
25,0.75,-0.819931525143069,2.6901508345011
25,0.75,-0.785833544928775,2.72915103537164
25,0.75,-0.751735564714481,2.76868672460512
25,0.75,-0.717637584500186,2.80876311983926
25,0.75,-0.683539604285891,2.84938504943633
25,0.75,-0.649441624071597,2.89055735836411
25,0.75,-0.615343643857302,2.9322847834353
25,0.75,-0.581245663643008,2.97457201845739
25,0.75,-0.547147683428713,3.01742338409942
25,0.75,-0.513049703214418,3.06084352260057
25,0.75,-0.478951723000124,3.10483622405842
25,0.75,-0.444853742785829,3.14940590085694
25,0.75,-0.410755762571535,3.19455609640033
25,0.75,-0.37665778235724,3.24029084049805
25,0.75,-0.342559802142945,3.28661338217448
25,0.75,-0.308461821928651,3.33352713147155
25,0.75,-0.274363841714357,3.38103543526135
25,0.75,-0.240265861500062,3.42914110120494
25,0.75,-0.206167881285768,3.47784690114425
25,0.75,-0.172069901071473,3.52715553455599
25,0.75,-0.137971920857178,3.57706945902509
25,0.75,-0.103873940642884,3.62759053149809
25,0.75,-0.069775960428589,3.67872077100667
25,0.75,-0.0356779802142948,3.73046218474658
25,0.75,-0.00158000000000014,3.78281592483575
